STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
10701,1940-2-3,0.254,,31.11111111,21.11111111,26.11111111,0,,40,2,3,0.01,,,88,70,79,0,,,,,,,,,,,,
10701,1940-2-4,T,,32.77777778,20.55555556,26.66666667,0,,40,2,4,T,,,91,69,80,0,,,,,,,,,,,,
10701,1940-2-5,0,,32.22222222,22.77777778,27.77777778,0,,40,2,5,0,,,90,73,82,0,,,,,,,,,,,,
10701,1940-2-6,0,,31.11111111,23.33333333,27.22222222,0,,40,2,6,0,,,88,74,81,0,,,,,,,,,,,,
10701,1940-2-7,1.016,,32.22222222,23.33333333,27.77777778,0,,40,2,7,0.04,,,90,74,82,0,,,,,,,,,,,,
10701,1940-2-8,0,,32.77777778,23.33333333,27.77777778,0,,40,2,8,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-2-9,0,,32.77777778,23.88888889,28.33333333,0,,40,2,9,0,,,91,75,83,0,,,,,,,,,,,,
10701,1940-2-10,0,,32.77777778,23.88888889,27.77777778,0,,40,2,10,0,,,91,75,82,0,,,,,,,,,,,,
10701,1940-2-11,0,,32.22222222,22.22222222,27.22222222,0,,40,2,11,0,,,90,72,81,0,,,,,,,,,,,,
10701,1940-2-12,0,,32.77777778,22.22222222,27.77777778,0,,40,2,12,0,,,91,72,82,0,,,,,,,,,,,,
10701,1940-2-13,0,,32.77777778,23.33333333,27.77777778,0,,40,2,13,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-2-14,0,,32.77777778,22.77777778,27.77777778,0,,40,2,14,0,,,91,73,82,0,,,,,,,,,,,,
10701,1940-2-15,0,,32.77777778,24.44444444,28.88888889,0,,40,2,15,0,,,91,76,84,0,,,,,,,,,,,,
10701,1940-2-16,0,,32.22222222,22.77777778,27.77777778,0,,40,2,16,0,,,90,73,82,0,,,,,,,,,,,,
10701,1940-2-17,0,,32.22222222,23.33333333,27.77777778,0,,40,2,17,0,,,90,74,82,0,,,,,,,,,,,,
10701,1940-2-18,0,,32.22222222,23.88888889,27.77777778,0,,40,2,18,0,,,90,75,82,0,,,,,,,,,,,,
10701,1940-2-19,0,,33.33333333,24.44444444,28.88888889,0,,40,2,19,0,,,92,76,84,0,,,,,,,,,,,,
10701,1940-2-20,0,,31.66666667,23.33333333,27.77777778,0,,40,2,20,0,,,89,74,82,0,,,,,,,,,,,,
10701,1940-2-21,T,,31.11111111,23.88888889,27.77777778,0,,40,2,21,T,,,88,75,82,0,,,,,,,,,,,,
10701,1940-2-22,T,,31.11111111,23.88888889,27.77777778,0,,40,2,22,T,,,88,75,82,0,,,,,,,,,,,,
10701,1940-2-23,T,,32.22222222,23.33333333,27.77777778,0,,40,2,23,T,,,90,74,82,0,,,,,,,,,,,,
10701,1940-2-24,0,,32.77777778,23.88888889,28.33333333,0,,40,2,24,0,,,91,75,83,0,,,,,,,,,,,,
10701,1940-2-25,0,,32.77777778,23.33333333,27.77777778,0,,40,2,25,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-2-26,0,,31.66666667,23.88888889,27.77777778,0,,40,2,26,0,,,89,75,82,0,,,,,,,,,,,,
10701,1940-2-27,0.254,,31.11111111,22.22222222,26.66666667,0,,40,2,27,0.01,,,88,72,80,0,,,,,,,,,,,,
10701,1940-2-28,T,,34.44444444,22.77777778,28.88888889,0,,40,2,28,T,,,94,73,84,0,,,,,,,,,,,,
10701,1940-2-29,0,,33.33333333,22.22222222,27.77777778,0,,40,2,29,0,,,92,72,82,0,,,,,,,,,,,,
10701,1940-3-1,T,,32.77777778,22.77777778,27.77777778,0,,40,3,1,T,,,91,73,82,0,,,,,,,,,,,,
10701,1940-3-2,T,,32.77777778,21.66666667,27.22222222,0,,40,3,2,T,,,91,71,81,0,,,,,,,,,,,,
10701,1940-3-3,T,,31.11111111,22.22222222,26.66666667,0,,40,3,3,T,,,88,72,80,0,,,,,,,,,,,,
10701,1940-3-4,0.254,,32.22222222,22.77777778,27.77777778,0,,40,3,4,0.01,,,90,73,82,0,,,,,,,,,,,,
10701,1940-3-5,0,,32.77777778,21.66666667,27.22222222,0,,40,3,5,0,,,91,71,81,0,,,,,,,,,,,,
10701,1940-3-6,0,,33.33333333,21.66666667,27.77777778,0,,40,3,6,0,,,92,71,82,0,,,,,,,,,,,,
10701,1940-3-7,0,,32.77777778,21.11111111,26.66666667,0,,40,3,7,0,,,91,70,80,0,,,,,,,,,,,,
10701,1940-3-8,0,,32.22222222,20,26.11111111,0,,40,3,8,0,,,90,68,79,0,,,,,,,,,,,,
10701,1940-3-9,0,,31.11111111,19.44444444,25.55555556,0,,40,3,9,0,,,88,67,78,0,,,,,,,,,,,,
10701,1940-3-10,0,,33.33333333,22.22222222,27.77777778,0,,40,3,10,0,,,92,72,82,0,,,,,,,,,,,,
10701,1940-3-11,0,,32.22222222,23.33333333,27.77777778,0,,40,3,11,0,,,90,74,82,0,,,,,,,,,,,,
10701,1940-3-12,0,,34.44444444,24.44444444,29.44444444,0,,40,3,12,0,,,94,76,85,0,,,,,,,,,,,,
10701,1940-3-13,0,,32.22222222,23.88888889,27.77777778,0,,40,3,13,0,,,90,75,82,0,,,,,,,,,,,,
10701,1940-3-14,0,,33.33333333,23.88888889,28.88888889,0,,40,3,14,0,,,92,75,84,0,,,,,,,,,,,,
10701,1940-3-15,T,,33.33333333,25,28.88888889,0,,40,3,15,T,,,92,77,84,0,,,,,,,,,,,,
10701,1940-3-16,0,,32.77777778,25,28.88888889,0,,40,3,16,0,,,91,77,84,0,,,,,,,,,,,,
10701,1940-3-17,0,,32.22222222,25,28.88888889,0,,40,3,17,0,,,90,77,84,0,,,,,,,,,,,,
10701,1940-3-18,0,,33.33333333,24.44444444,28.88888889,0,,40,3,18,0,,,92,76,84,0,,,,,,,,,,,,
10701,1940-3-19,T,,32.77777778,23.88888889,28.33333333,0,,40,3,19,T,,,91,75,83,0,,,,,,,,,,,,
10701,1940-3-20,11.43,,33.88888889,23.88888889,28.88888889,0,,40,3,20,0.45,,,93,75,84,0,,,,,,,,,,,,
10701,1940-3-21,0,,32.77777778,23.33333333,27.77777778,0,,40,3,21,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-3-22,0,,34.44444444,23.88888889,28.88888889,0,,40,3,22,0,,,94,75,84,0,,,,,,,,,,,,
10701,1940-3-23,T,,31.66666667,23.88888889,27.77777778,0,,40,3,23,T,,,89,75,82,0,,,,,,,,,,,,
10701,1940-3-24,0,,32.77777778,23.88888889,28.33333333,0,,40,3,24,0,,,91,75,83,0,,,,,,,,,,,,
10701,1940-3-25,0,,34.44444444,22.22222222,28.33333333,0,,40,3,25,0,,,94,72,83,0,,,,,,,,,,,,
10701,1940-3-26,T,,32.77777778,22.77777778,27.77777778,0,,40,3,26,T,,,91,73,82,0,,,,,,,,,,,,
10701,1940-3-27,0,,32.77777778,23.33333333,27.77777778,0,,40,3,27,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-3-28,0,,33.88888889,23.88888889,28.88888889,0,,40,3,28,0,,,93,75,84,0,,,,,,,,,,,,
10701,1940-3-29,0,,34.44444444,23.33333333,28.88888889,0,,40,3,29,0,,,94,74,84,0,,,,,,,,,,,,
10701,1940-3-30,0,,33.88888889,23.33333333,28.88888889,0,,40,3,30,0,,,93,74,84,0,,,,,,,,,,,,
10701,1940-3-31,0,,33.88888889,23.88888889,28.88888889,0,,40,3,31,0,,,93,75,84,0,,,,,,,,,,,,
10701,1940-4-1,0,,33.33333333,24.44444444,28.88888889,0,,40,4,1,0,,,92,76,84,0,,,,,,,,,,,,
10701,1940-4-2,0,,31.66666667,23.88888889,27.77777778,0,,40,4,2,0,,,89,75,82,0,,,,,,,,,,,,
10701,1940-4-3,0,,32.77777778,24.44444444,28.88888889,0,,40,4,3,0,,,91,76,84,0,,,,,,,,,,,,
10701,1940-4-4,0,,33.88888889,25,29.44444444,0,,40,4,4,0,,,93,77,85,0,,,,,,,,,,,,
10701,1940-4-5,0,,34.44444444,23.88888889,28.88888889,0,,40,4,5,0,,,94,75,84,0,,,,,,,,,,,,
10701,1940-4-6,0,,33.88888889,25.55555556,30,0,,40,4,6,0,,,93,78,86,0,,,,,,,,,,,,
10701,1940-4-7,1.524,,32.77777778,24.44444444,28.88888889,0,,40,4,7,0.06,,,91,76,84,0,,,,,,,,,,,,
10701,1940-4-8,0,,33.88888889,23.88888889,28.88888889,0,,40,4,8,0,,,93,75,84,0,,,,,,,,,,,,
10701,1940-4-9,0.254,,33.88888889,23.88888889,28.88888889,0,,40,4,9,0.01,,,93,75,84,0,,,,,,,,,,,,
10701,1940-4-10,T,,32.77777778,24.44444444,28.88888889,0,,40,4,10,T,,,91,76,84,0,,,,,,,,,,,,
10701,1940-4-11,0,,34.44444444,23.33333333,28.88888889,0,,40,4,11,0,,,94,74,84,0,,,,,,,,,,,,
10701,1940-4-12,0,,33.33333333,23.88888889,28.88888889,0,,40,4,12,0,,,92,75,84,0,,,,,,,,,,,,
10701,1940-4-13,0,,33.33333333,22.77777778,27.77777778,0,,40,4,13,0,,,92,73,82,0,,,,,,,,,,,,
10701,1940-4-14,0,,34.44444444,22.77777778,28.88888889,0,,40,4,14,0,,,94,73,84,0,,,,,,,,,,,,
10701,1940-4-15,0,,34.44444444,21.66666667,27.77777778,0,,40,4,15,0,,,94,71,82,0,,,,,,,,,,,,
10701,1940-4-16,0,,32.77777778,22.77777778,27.77777778,0,,40,4,16,0,,,91,73,82,0,,,,,,,,,,,,
10701,1940-4-17,0,,33.33333333,23.33333333,28.33333333,0,,40,4,17,0,,,92,74,83,0,,,,,,,,,,,,
10701,1940-4-18,0,,32.77777778,22.22222222,27.77777778,0,,40,4,18,0,,,91,72,82,0,,,,,,,,,,,,
10701,1940-4-19,T,,31.11111111,23.88888889,27.77777778,0,,40,4,19,T,,,88,75,82,0,,,,,,,,,,,,
10701,1940-4-20,3.048,,31.11111111,22.77777778,26.66666667,0,,40,4,20,0.12,,,88,73,80,0,,,,,,,,,,,,
10701,1940-4-21,0,,33.88888889,21.66666667,27.77777778,0,,40,4,21,0,,,93,71,82,0,,,,,,,,,,,,
10701,1940-4-22,0,,34.44444444,21.11111111,27.77777778,0,,40,4,22,0,,,94,70,82,0,,,,,,,,,,,,
10701,1940-4-23,0,,33.33333333,23.88888889,28.88888889,0,,40,4,23,0,,,92,75,84,0,,,,,,,,,,,,
10701,1940-4-24,0,,31.66666667,25,28.33333333,0,,40,4,24,0,,,89,77,83,0,,,,,,,,,,,,
10701,1940-4-25,0.254,,33.88888889,24.44444444,28.88888889,0,,40,4,25,0.01,,,93,76,84,0,,,,,,,,,,,,
10701,1940-4-26,10.668,,33.88888889,25.55555556,30,0,,40,4,26,0.42,,,93,78,86,0,,,,,,,,,,,,
10701,1940-4-27,0,,32.77777778,24.44444444,28.88888889,0,,40,4,27,0,,,91,76,84,0,,,,,,,,,,,,
10701,1940-4-28,0,,33.33333333,23.88888889,28.88888889,0,,40,4,28,0,,,92,75,84,0,,,,,,,,,,,,
10701,1940-4-29,0,,33.88888889,25,29.44444444,0,,40,4,29,0,,,93,77,85,0,,,,,,,,,,,,
10701,1940-4-30,0,,33.88888889,24.44444444,28.88888889,0,,40,4,30,0,,,93,76,84,0,,,,,,,,,,,,
10701,1940-5-1,T,,34.44444444,25,30,0,,40,5,1,T,,,94,77,86,0,,,,,,,,,,,,
10701,1940-5-2,T,,33.33333333,25.55555556,29.44444444,0,,40,5,2,T,,,92,78,85,0,,,,,,,,,,,,
10701,1940-5-3,7.874,,33.33333333,23.88888889,28.88888889,0,,40,5,3,0.31,,,92,75,84,0,,,,,,,,,,,,
10701,1940-5-4,35.56,,30,22.77777778,26.66666667,0,,40,5,4,1.4,,,86,73,80,0,,,,,,,,,,,,
10701,1940-5-5,1.524,,31.11111111,23.33333333,27.22222222,0,,40,5,5,0.06,,,88,74,81,0,,,,,,,,,,,,
10701,1940-5-6,0,,33.33333333,22.77777778,27.77777778,0,,40,5,6,0,,,92,73,82,0,,,,,,,,,,,,
10701,1940-5-7,0,,33.88888889,23.33333333,28.88888889,0,,40,5,7,0,,,93,74,84,0,,,,,,,,,,,,
10701,1940-5-8,T,,33.33333333,24.44444444,28.88888889,0,,40,5,8,T,,,92,76,84,0,,,,,,,,,,,,
10701,1940-5-9,3.048,,33.33333333,24.44444444,28.88888889,0,,40,5,9,0.12,,,92,76,84,0,,,,,,,,,,,,
10701,1940-5-10,0,,33.33333333,25,28.88888889,0,,40,5,10,,,,92,77,84,0,,,,,,,,,,,,
10701,1940-5-11,33.528,,33.33333333,22.77777778,27.77777778,0,,40,5,11,1.32,,,92,73,82,0,,,,,,,,,,,,
10701,1940-5-12,0,,30.55555556,24.44444444,27.77777778,0,,40,5,12,0,,,87,76,82,0,,,,,,,,,,,,
10701,1940-5-13,0,,33.88888889,25,29.44444444,0,,40,5,13,0,,,93,77,85,0,,,,,,,,,,,,
10701,1940-5-14,T,,34.44444444,25.55555556,30,0,,40,5,14,T,,,94,78,86,0,,,,,,,,,,,,
10701,1940-5-15,0,,33.88888889,25.55555556,30,0,,40,5,15,0,,,93,78,86,0,,,,,,,,,,,,
10701,1940-5-16,0,,33.33333333,25,28.88888889,0,,40,5,16,0,,,92,77,84,0,,,,,,,,,,,,
10701,1940-5-17,4.572,,31.66666667,24.44444444,27.77777778,0,,40,5,17,0.18,,,89,76,82,0,,,,,,,,,,,,
10701,1940-5-18,0,,32.22222222,23.88888889,27.77777778,0,,40,5,18,0,,,90,75,82,0,,,,,,,,,,,,
10701,1940-5-19,1.27,,30.55555556,22.22222222,26.66666667,0,,40,5,19,0.05,,,87,72,80,0,,,,,,,,,,,,
10701,1940-5-20,0,,29.44444444,23.33333333,26.66666667,0,,40,5,20,0,,,85,74,80,0,,,,,,,,,,,,
10701,1940-5-21,9.652,,31.66666667,22.77777778,27.22222222,0,,40,5,21,0.38,,,89,73,81,0,,,,,,,,,,,,
10701,1940-5-22,T,,33.33333333,23.88888889,28.88888889,0,,40,5,22,T,,,92,75,84,0,,,,,,,,,,,,
10701,1940-5-23,17.272,,32.77777778,22.22222222,27.77777778,0,,40,5,23,0.68,,,91,72,82,0,,,,,,,,,,,,
10701,1940-5-24,T,,31.11111111,22.77777778,26.66666667,0,,40,5,24,T,,,88,73,80,0,,,,,,,,,,,,
10701,1940-5-25,0,,32.22222222,23.88888889,27.77777778,0,,40,5,25,0,,,90,75,82,0,,,,,,,,,,,,
10701,1940-5-26,11.176,,32.77777778,23.88888889,28.33333333,0,,40,5,26,0.44,,,91,75,83,0,,,,,,,,,,,,
10701,1940-5-27,T,,31.66666667,23.88888889,27.77777778,0,,40,5,27,T,,,89,75,82,0,,,,,,,,,,,,
10701,1940-5-28,0,,31.11111111,24.44444444,27.77777778,0,,40,5,28,,,,88,76,82,0,,,,,,,,,,,,
10701,1940-5-29,2.54,,31.11111111,23.33333333,27.22222222,0,,40,5,29,0.1,,,88,74,81,0,,,,,,,,,,,,
10701,1940-5-30,0,,30,25,27.77777778,0,,40,5,30,,,,86,77,82,0,,,,,,,,,,,,
10701,1940-5-31,10.668,,32.77777778,25,28.88888889,0,,40,5,31,0.42,,,91,77,84,0,,,,,,,,,,,,
10701,1940-6-1,0.254,,28.33333333,23.33333333,25.55555556,0,,40,6,1,0.01,,,83,74,78,0,,,,,,,,,,,,
10701,1940-6-2,0.508,,30,23.88888889,26.66666667,0,,40,6,2,0.02,,,86,75,80,0,,,,,,,,,,,,
10701,1940-6-3,33.274,,31.11111111,22.77777778,26.66666667,0,,40,6,3,1.31,,,88,73,80,0,,,,,,,,,,,,
10701,1940-6-4,12.7,,32.22222222,24.44444444,28.33333333,0,,40,6,4,0.5,,,90,76,83,0,,,,,,,,,,,,
10701,1940-6-5,7.366,,30,23.88888889,26.66666667,0,,40,6,5,0.29,,,86,75,80,0,,,,,,,,,,,,
10701,1940-6-6,0.254,,30,22.77777778,26.66666667,0,,40,6,6,0.01,,,86,73,80,0,,,,,,,,,,,,
10701,1940-6-7,0,,30.55555556,22.77777778,26.66666667,0,,40,6,7,0,,,87,73,80,0,,,,,,,,,,,,
10701,1940-6-8,8.128,,33.88888889,23.88888889,28.88888889,0,,40,6,8,0.32,,,93,75,84,0,,,,,,,,,,,,
10701,1940-6-9,24.13,,34.44444444,23.33333333,28.88888889,0,,40,6,9,0.95,,,94,74,84,0,,,,,,,,,,,,
10701,1940-6-10,4.572,,32.22222222,24.44444444,28.33333333,0,,40,6,10,0.18,,,90,76,83,0,,,,,,,,,,,,
10701,1940-6-11,26.924,,31.66666667,22.22222222,26.66666667,0,,40,6,11,1.06,,,89,72,80,0,,,,,,,,,,,,
10701,1940-6-12,T,,28.88888889,24.44444444,26.66666667,0,,40,6,12,T,,,84,76,80,0,,,,,,,,,,,,
10701,1940-6-13,2.794,,30,24.44444444,27.22222222,0,,40,6,13,0.11,,,86,76,81,0,,,,,,,,,,,,
10701,1940-6-14,0,,32.22222222,22.77777778,27.77777778,0,,40,6,14,0,,,90,73,82,0,,,,,,,,,,,,
10701,1940-6-15,16.764,,32.77777778,23.88888889,28.33333333,0,,40,6,15,0.66,,,91,75,83,0,,,,,,,,,,,,
10701,1940-6-16,27.94,,30.55555556,21.66666667,26.11111111,0,,40,6,16,1.1,,,87,71,79,0,,,,,,,,,,,,
10701,1940-6-17,0,,30.55555556,21.66666667,26.11111111,0,,40,6,17,0,,,87,71,79,0,,,,,,,,,,,,
10701,1940-6-18,0,,31.66666667,22.22222222,26.66666667,0,,40,6,18,0,,,89,72,80,0,,,,,,,,,,,,
10701,1940-6-19,T,,28.88888889,23.88888889,26.66666667,0,,40,6,19,T,,,84,75,80,0,,,,,,,,,,,,
10701,1940-6-20,1.27,,32.77777778,24.44444444,28.88888889,0,,40,6,20,0.05,,,91,76,84,0,,,,,,,,,,,,
10701,1940-6-21,0,,30.55555556,23.33333333,26.66666667,0,,40,6,21,,,,87,74,80,0,,,,,,,,,,,,
10701,1940-6-22,0,,31.11111111,22.77777778,26.66666667,0,,40,6,22,0,,,88,73,80,0,,,,,,,,,,,,
10701,1940-6-23,4.064,,32.77777778,23.33333333,27.77777778,0,,40,6,23,0.16,,,91,74,82,0,,,,,,,,,,,,
10701,1940-6-24,0,,33.33333333,24.44444444,28.88888889,0,,40,6,24,0,,,92,76,84,0,,,,,,,,,,,,
10701,1940-6-25,T,,33.88888889,24.44444444,28.88888889,0,,40,6,25,T,,,93,76,84,0,,,,,,,,,,,,
10701,1940-6-26,0,,31.66666667,24.44444444,27.77777778,0,,40,6,26,,,,89,76,82,0,,,,,,,,,,,,
10701,1940-6-27,6.096,,31.11111111,23.33333333,27.22222222,0,,40,6,27,0.24,,,88,74,81,0,,,,,,,,,,,,
10701,1940-6-28,T,,32.77777778,24.44444444,28.88888889,0,,40,6,28,T,,,91,76,84,0,,,,,,,,,,,,
10701,1940-6-29,T,,32.77777778,25,28.88888889,0,,40,6,29,T,,,91,77,84,0,,,,,,,,,,,,
10701,1940-6-30,0,,33.33333333,25.55555556,28.88888889,0,,40,6,30,0,,,92,78,84,0,,,,,,,,,,,,
10701,1940-7-1,0.254,,35,25,30,0,,40,7,1,0.01,,,95,77,86,0,,,,,,,,,,,,
10701,1940-7-2,T,,32.22222222,25,28.88888889,0,,40,7,2,T,,,90,77,84,0,,,,,,,,,,,,
10701,1940-7-3,0,,35,24.44444444,30,0,,40,7,3,0,,,95,76,86,0,,,,,,,,,,,,
10701,1940-7-4,0,,33.88888889,25,29.44444444,0,,40,7,4,0,,,93,77,85,0,,,,,,,,,,,,
10701,1940-7-5,27.178,,32.77777778,25,28.88888889,0,,40,7,5,1.07,,,91,77,84,0,,,,,,,,,,,,
10701,1940-7-6,T,,33.88888889,25,29.44444444,0,,40,7,6,T,,,93,77,85,0,,,,,,,,,,,,
10701,1940-7-7,0,,31.66666667,25,28.33333333,0,,40,7,7,,,,89,77,83,0,,,,,,,,,,,,
10701,1940-7-8,1.524,,31.66666667,25,28.33333333,0,,40,7,8,0.06,,,89,77,83,0,,,,,,,,,,,,
10701,1940-7-9,0,,33.33333333,25,28.88888889,0,,40,7,9,0,,,92,77,84,0,,,,,,,,,,,,
10701,1940-7-10,0,,33.33333333,25.55555556,29.44444444,0,,40,7,10,0,,,92,78,85,0,,,,,,,,,,,,
10701,1940-7-11,0,,33.88888889,26.11111111,30,0,,40,7,11,0,,,93,79,86,0,,,,,,,,,,,,
10701,1940-7-12,0,,35,23.88888889,29.44444444,0,,40,7,12,0,,,95,75,85,0,,,,,,,,,,,,
10701,1940-7-13,0,,32.77777778,23.33333333,27.77777778,0,,40,7,13,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-7-14,2.794,,33.33333333,24.44444444,28.88888889,0,,40,7,14,0.11,,,92,76,84,0,,,,,,,,,,,,
10701,1940-7-15,0,,27.22222222,23.33333333,25.55555556,0,,40,7,15,,,,81,74,78,0,,,,,,,,,,,,
10701,1940-7-16,T,,31.11111111,23.33333333,27.22222222,0,,40,7,16,T,,,88,74,81,0,,,,,,,,,,,,
10701,1940-7-17,68.834,,33.88888889,23.33333333,28.88888889,0,,40,7,17,2.71,,,93,74,84,0,,,,,,,,,,,,
10701,1940-7-18,0.254,,30.55555556,23.88888889,27.22222222,0,,40,7,18,0.01,,,87,75,81,0,,,,,,,,,,,,
10701,1940-7-19,5.08,,30.55555556,21.11111111,25.55555556,0,,40,7,19,0.2,,,87,70,78,0,,,,,,,,,,,,
10701,1940-7-20,0,,29.44444444,22.77777778,26.11111111,0,,40,7,20,,,,85,73,79,0,,,,,,,,,,,,
10701,1940-7-21,10.16,,32.77777778,23.33333333,27.77777778,0,,40,7,21,0.4,,,91,74,82,0,,,,,,,,,,,,
10701,1940-7-22,T,,30.55555556,24.44444444,27.77777778,0,,40,7,22,T,,,87,76,82,0,,,,,,,,,,,,
10701,1940-7-23,T,,30,23.33333333,26.66666667,0,,40,7,23,T,,,86,74,80,0,,,,,,,,,,,,
10701,1940-7-24,3.81,,28.33333333,23.33333333,25.55555556,0,,40,7,24,0.15,,,83,74,78,0,,,,,,,,,,,,
10701,1940-7-25,1.27,,26.66666667,23.33333333,25,0,,40,7,25,0.05,,,80,74,77,0,,,,,,,,,,,,
10701,1940-7-26,T,,33.33333333,22.77777778,27.77777778,0,,40,7,26,T,,,92,73,82,0,,,,,,,,,,,,
10701,1940-7-27,49.53,,33.33333333,21.11111111,27.22222222,0,,40,7,27,1.95,,,92,70,81,0,,,,,,,,,,,,
10701,1940-7-28,0.508,,30.55555556,23.33333333,26.66666667,0,,40,7,28,0.02,,,87,74,80,0,,,,,,,,,,,,
10701,1940-7-29,1.27,,30.55555556,23.88888889,27.22222222,0,,40,7,29,0.05,,,87,75,81,0,,,,,,,,,,,,
10701,1940-7-30,0,,31.66666667,23.33333333,27.77777778,0,,40,7,30,0,,,89,74,82,0,,,,,,,,,,,,
10701,1940-7-31,2.286,,31.66666667,24.44444444,27.77777778,0,,40,7,31,0.09,,,89,76,82,0,,,,,,,,,,,,
10701,1940-8-1,T,,32.77777778,23.88888889,28.33333333,0,,40,8,1,T,,,91,75,83,0,,,,,,,,,,,,
10701,1940-8-2,T,,33.88888889,24.44444444,28.88888889,0,,40,8,2,T,,,93,76,84,0,,,,,,,,,,,,
10701,1940-8-3,8.382,,31.66666667,23.88888889,27.77777778,0,,40,8,3,0.33,,,89,75,82,0,,,,,,,,,,,,
10701,1940-8-4,2.794,,32.22222222,23.33333333,27.77777778,0,,40,8,4,0.11,,,90,74,82,0,,,,,,,,,,,,
10701,1940-8-5,3.81,,29.44444444,23.33333333,26.66666667,0,,40,8,5,0.15,,,85,74,80,0,,,,,,,,,,,,
10701,1940-8-6,0,,30,23.88888889,26.66666667,0,,40,8,6,,,,86,75,80,0,,,,,,,,,,,,
10701,1940-8-7,0,,32.22222222,21.11111111,26.66666667,0,,40,8,7,0,,,90,70,80,0,,,,,,,,,,,,
10701,1940-8-8,T,,32.77777778,22.22222222,27.77777778,0,,40,8,8,T,,,91,72,82,0,,,,,,,,,,,,
10701,1940-8-9,8.382,,31.66666667,21.66666667,26.66666667,0,,40,8,9,0.33,,,89,71,80,0,,,,,,,,,,,,
10701,1940-8-10,13.97,,32.22222222,21.11111111,26.66666667,0,,40,8,10,0.55,,,90,70,80,0,,,,,,,,,,,,
10701,1940-8-11,0.254,,31.11111111,22.22222222,26.66666667,0,,40,8,11,0.01,,,88,72,80,0,,,,,,,,,,,,
10701,1940-8-12,2.032,,28.33333333,23.88888889,26.11111111,0,,40,8,12,0.08,,,83,75,79,0,,,,,,,,,,,,
10701,1940-8-13,T,,32.22222222,22.77777778,27.77777778,0,,40,8,13,T,,,90,73,82,0,,,,,,,,,,,,
10701,1940-8-14,T,,31.11111111,24.44444444,27.77777778,0,,40,8,14,T,,,88,76,82,0,,,,,,,,,,,,
10701,1940-8-15,13.97,,32.77777778,23.88888889,28.33333333,0,,40,8,15,0.55,,,91,75,83,0,,,,,,,,,,,,
10701,1940-8-16,0,,32.22222222,23.88888889,27.77777778,0,,40,8,16,0,,,90,75,82,0,,,,,,,,,,,,
10701,1940-8-17,8.382,,30.55555556,23.88888889,27.22222222,0,,40,8,17,0.33,,,87,75,81,0,,,,,,,,,,,,
10701,1940-8-18,0,,31.66666667,23.88888889,27.77777778,0,,40,8,18,0,,,89,75,82,0,,,,,,,,,,,,
10701,1940-8-19,T,,33.33333333,25,28.88888889,0,,40,8,19,T,,,92,77,84,0,,,,,,,,,,,,
10701,1940-8-20,0.254,,31.66666667,24.44444444,27.77777778,0,,40,8,20,0.01,,,89,76,82,0,,,,,,,,,,,,
10701,1940-8-21,5.588,,26.11111111,22.22222222,24.44444444,0,,40,8,21,0.22,,,79,72,76,0,,,,,,,,,,,,
10701,1940-8-22,6.604,,32.77777778,23.33333333,27.77777778,0,,40,8,22,0.26,,,91,74,82,0,,,,,,,,,,,,
10701,1940-8-23,3.302,,27.77777778,23.88888889,25.55555556,0,,40,8,23,0.13,,,82,75,78,0,,,,,,,,,,,,
10701,1940-8-24,3.556,,30,23.33333333,26.66666667,0,,40,8,24,0.14,,,86,74,80,0,,,,,,,,,,,,
10701,1940-8-25,0,,32.77777778,23.33333333,27.77777778,0,,40,8,25,0,,,91,74,82,0,,,,,,,,,,,,
10701,1940-8-26,T,,31.66666667,25.55555556,28.88888889,0,,40,8,26,T,,,89,78,84,0,,,,,,,,,,,,
10701,1940-8-27,0.254,,30,24.44444444,27.22222222,0,,40,8,27,0.01,,,86,76,81,0,,,,,,,,,,,,
10701,1940-8-28,0,,27.77777778,24.44444444,26.11111111,0,,40,8,28,,,,82,76,79,0,,,,,,,,,,,,
10701,1940-8-29,0,,31.11111111,24.44444444,27.77777778,0,,40,8,29,0,,,88,76,82,0,,,,,,,,,,,,
10701,1940-8-30,0,,27.22222222,23.33333333,25.55555556,0,,40,8,30,0,,,81,74,78,0,,,,,,,,,,,,
10701,1940-8-31,T,,33.33333333,24.44444444,28.88888889,0,,40,8,31,T,,,92,76,84,0,,,,,,,,,,,,
10701,1940-9-1,1.524,,31.11111111,24.44444444,27.77777778,0,,40,9,1,0.06,,,88,76,82,0,,,,,,,,,,,,
10701,1940-9-2,2.032,,31.11111111,23.33333333,27.22222222,0,,40,9,2,0.08,,,88,74,81,0,,,,,,,,,,,,
10701,1940-9-3,10.16,,32.22222222,24.44444444,28.33333333,0,,40,9,3,0.4,,,90,76,83,0,,,,,,,,,,,,
10701,1940-9-4,23.114,,29.44444444,22.22222222,25.55555556,0,,40,9,4,0.91,,,85,72,78,0,,,,,,,,,,,,
